,Handle,Date,Text,Compound,Positive,Neutral,Negative
260,@CNN,Thu Mar 08 12:32:00 +0000 2018,"Tybre Faw traveled 7 hours to see his hero, Dem. Rep. John Lewis, who was in Selma, Alabama, to commemorate the 196… https://t.co/IItXisEVsJ",0.5574,0.146,0.854,0.0
261,@CNN,Thu Mar 08 12:30:07 +0000 2018,Some Democratic lawmakers fear arming school staff could harm black and Hispanic students https://t.co/5lbWNzwxQU https://t.co/Tr0YskSZBC,-0.7717,0.0,0.66,0.34
262,@CNN,Thu Mar 08 12:21:26 +0000 2018,NASA spacecraft Juno has collected new data on its mission to Jupiter revealing some of the swirling inner mysterie… https://t.co/EIUrtm3rwp,0.0,0.0,1.0,0.0
263,@CNN,Thu Mar 08 12:10:11 +0000 2018,"""This is so manipulative."" That's how an anchor at a local TV station owned by Sinclair described the company's lat… https://t.co/QaYLYApLVi",0.0,0.0,1.0,0.0
264,@CNN,Thu Mar 08 12:00:21 +0000 2018,"5 things for Thursday:

- The White House
- Russia investigation
- Florida school shooting
- UK and Russia
- Aung S… https://t.co/fe9IBVt8YY",0.0,0.0,1.0,0.0
265,@CNN,Thu Mar 08 11:55:05 +0000 2018,Former Trump campaign manager Corey Lewandowski is scheduled to be interviewed by the House Intelligence Committee… https://t.co/Ig19ZKtopE,0.4767,0.162,0.838,0.0
266,@CNN,Thu Mar 08 11:48:03 +0000 2018,Why are (some) Democrats signing on to the Republican bank bill? | Analysis by @GregJKrieg https://t.co/bc6G38s4id https://t.co/GXV9znEwuY,0.0,0.0,1.0,0.0
267,@CNN,Thu Mar 08 11:43:38 +0000 2018,What will it take for women to live #AsEquals with men? No country has achieved total gender parity yet - #AsEquals… https://t.co/TCGXrQgcR9,-0.296,0.0,0.901,0.099
268,@CNN,Thu Mar 08 11:40:10 +0000 2018,"President Trump says his promised tariffs on steel and aluminum imports -- 25% on steel, 10% on aluminum -- would b… https://t.co/dwOqrHSA9t",0.3612,0.106,0.894,0.0
269,@CNN,Thu Mar 08 11:35:01 +0000 2018,"President Trump asked his former chief of staff Reince Priebus if special counsel investigators had been ""nice"" dur… https://t.co/YSupdUTrNx",0.4019,0.13,0.87,0.0
270,@CNN,Thu Mar 08 11:14:34 +0000 2018,We spoke to nine women who said they found their illegal abortions via Facebook. None believed the procedure was sa… https://t.co/2Yv14LJ7K3,-0.5574,0.0,0.847,0.153
271,@CNN,Thu Mar 08 10:49:52 +0000 2018,Meghan Markle has been baptized into the Church of England https://t.co/MIzXBXNMmA https://t.co/8C42ORsRVq,0.0,0.0,1.0,0.0
272,@CNN,Thu Mar 08 10:43:59 +0000 2018,"When Brisa de Angulo reported being raped by a family member at the age of 15, she faced intimidation and blame fro… https://t.co/mM8iGnHwVy",-0.8689,0.0,0.66,0.34
273,@CNN,Thu Mar 08 10:33:11 +0000 2018,"In Malawi, girls as young as 10 are expected to go to ""chinamwali"" -- a camp where they are taught how to sexually… https://t.co/Ofvb97oTQe",0.0,0.0,1.0,0.0
274,@CNN,Thu Mar 08 10:29:00 +0000 2018,The Taliban banned these women from being journalists. Now they run an all-female TV station:… https://t.co/AAyw5jbWf9,-0.4588,0.0,0.833,0.167
275,@CNN,Thu Mar 08 10:15:44 +0000 2018,She was told not to play the drums because she's a woman - now @kasingoma is in demand as a percussionist around th… https://t.co/tKCXoEBUZm,-0.3687,0.0,0.843,0.157
276,@CNN,Thu Mar 08 10:01:35 +0000 2018,"On #InternationalWomensDay, CNN wants to know what living #AsEquals means to you. Tell us by filling out this form:… https://t.co/EbGAjhIJUB",0.0,0.0,1.0,0.0
277,@CNN,Thu Mar 08 09:01:07 +0000 2018,Uber says it has started using self-driving trucks to haul freight in Arizona https://t.co/0POYBWXS5u https://t.co/2WyCPG2EDW,0.0,0.0,1.0,0.0
278,@CNN,Thu Mar 08 08:44:04 +0000 2018,"The history of the ""ideal"" of female beauty and where that has left us https://t.co/PDiMEDwoq0… https://t.co/UV7J4GlAEd",0.5859,0.202,0.798,0.0
279,@CNN,Thu Mar 08 08:33:13 +0000 2018,The risk lurking in the US mortgage market https://t.co/PS9Qy9axGs https://t.co/u37unc7jWN,-0.3818,0.0,0.69,0.31
280,@CNN,Thu Mar 08 08:31:04 +0000 2018,"These high-performance cars, which are priced in the millions, can't be legally driven on public roads… https://t.co/G1b2XXtfXw",-0.0762,0.0,0.925,0.075
281,@CNN,Thu Mar 08 08:27:13 +0000 2018,"""The person who committed the crime should hide his face. Why should I?"" 

The man Laxmi Agarwal refused to marry t… https://t.co/RMSzwVSjrv",-0.6486,0.076,0.655,0.269
282,@CNN,Thu Mar 08 08:20:12 +0000 2018,The Eiffel Tower lights up with the message #MaintenantOnAgit (#NowWeAct) projected on it to honor women’s rights a… https://t.co/Mmqo67FFoE,0.4939,0.151,0.849,0.0
283,@CNN,Thu Mar 08 08:07:37 +0000 2018,NASA spacecraft Juno has collected new data on its mission to Jupiter revealing some of the swirling inner mysterie… https://t.co/LfQAe7ZO72,0.0,0.0,1.0,0.0
284,@CNN,Thu Mar 08 07:46:09 +0000 2018,McDonald's is flipping its arches logo to celebrate #InternationalWomensDay with a W https://t.co/DNBBk4iQcs,0.5719,0.27,0.73,0.0
285,@CNN,Thu Mar 08 07:42:25 +0000 2018,"""The person who committed the crime should hide his face. Why should I?"" 

At 15, the man Laxmi Agarwal refused to… https://t.co/XhlZiAMTka",-0.6486,0.076,0.655,0.269
286,@CNN,Thu Mar 08 07:31:04 +0000 2018,"After age 13, no new brain cells are created in a brain region linked to learning, according to a new study… https://t.co/m3ChHUsnXH",-0.0516,0.09,0.811,0.099
287,@CNN,Thu Mar 08 07:25:30 +0000 2018,"Local law says that ""every head of household residing in the city limits is required to maintain a firearm"" in Kenn… https://t.co/E0QukF9jxK",0.0,0.0,1.0,0.0
288,@CNN,Thu Mar 08 07:19:51 +0000 2018,An Australian energy company is giving hundreds of female employees a raise to make sure they get paid the same amo… https://t.co/9DmyQcGXob,0.7003,0.274,0.726,0.0
289,@CNN,Thu Mar 08 07:16:18 +0000 2018,"After dedicating his season to a Parkland victim, Dwyane Wade of the Miami Heat visited Marjory Stoneman Douglas Hi… https://t.co/DtE0zR1PSU",-0.2732,0.0,0.896,0.104
290,@CNN,Thu Mar 08 07:08:00 +0000 2018,"Sen. Bernie Sanders: Chaos in the White House is a sign of ""a President who is, I think, not fit temperamentally to… https://t.co/uXLuZNMHDP",-0.7013,0.0,0.766,0.234
291,@CNN,Thu Mar 08 07:02:30 +0000 2018,"Father of Parkland school shooting victim rips new NRA video: ""If this was put out by a terrorist organization, we… https://t.co/LQLlDNhSfc",-0.7783,0.0,0.726,0.274
292,@CNN,Thu Mar 08 06:52:43 +0000 2018,Top South Korean negotiators have left for the US to brief their American counterparts on the outcome of their hist… https://t.co/KIVcCu0RW4,0.2023,0.083,0.917,0.0
293,@CNN,Thu Mar 08 06:47:24 +0000 2018,"Tybre Faw traveled 7 hours to see his hero, Dem. Rep. John Lewis, who was in Selma, Alabama, to commemorate the 196… https://t.co/kMr7AuNbsm",0.5574,0.146,0.854,0.0
294,@CNN,Thu Mar 08 06:45:54 +0000 2018,The British government will be forced on Thursday to address growing suspicions that Moscow may have been behind th… https://t.co/0USBMSafaw,-0.5859,0.07,0.702,0.227
295,@CNN,Thu Mar 08 06:44:38 +0000 2018,Can you recognize the Kennedys in 1938? They made a big splash in England when Joe Sr. became Ambassador from the U… https://t.co/puSQPUjb4i,0.0,0.0,1.0,0.0
296,@CNN,Thu Mar 08 06:31:05 +0000 2018,"The creator of Pepe the Frog, the once-innocent cartoon that was appropriated as a mascot of the alt-right, is suin… https://t.co/lE9S9Fhuce",0.0,0.0,1.0,0.0
297,@CNN,Thu Mar 08 06:31:03 +0000 2018,Lawmakers fear arming school staff could harm black and Hispanic students https://t.co/n2PxC9zbdA https://t.co/gQboUxG7rT,-0.7717,0.0,0.621,0.379
298,@CNN,Thu Mar 08 06:15:10 +0000 2018,"Find out who and what is making big waves in the worlds of tech, media and innovation. Sign up for PACIFIC, CNN’s n… https://t.co/2LoPpEmlgy",0.3818,0.102,0.898,0.0
299,@CNN,Thu Mar 08 06:06:54 +0000 2018,The small village of Marumori in Japan produces what is known as heso daikon which translates as belly button radis… https://t.co/zjLc9dYYJq,0.0,0.0,1.0,0.0
300,@FoxNews,Thu Mar 08 20:39:04 +0000 2018,"RT @FoxBusiness: Trump rolling out big trade tariffs, sparing Mexico, Canada https://t.co/sgslDxwmLg",0.0,0.0,1.0,0.0
301,@FoxNews,Thu Mar 08 20:37:58 +0000 2018,WATCH LIVE: @POTUS signs an order to impose tariffs on steel and aluminum imports. https://t.co/SCtUVTYNxk,-0.296,0.0,0.864,0.136
302,@FoxNews,Thu Mar 08 20:37:02 +0000 2018,RT @FoxBusiness: #BreakingNews: @POTUS to impose tariffs on steel and aluminum but is exempting Mexico and Canada for now. @BlakeBurman wit…,-0.1531,0.0,0.926,0.074
303,@FoxNews,Thu Mar 08 20:33:33 +0000 2018,".@DLoesch on @GovMalloyOffice likening @NRA to terrorists: ""Maybe making my kids get all their homework done makes… https://t.co/K1DC5eMqBt",-0.6249,0.0,0.806,0.194
304,@FoxNews,Thu Mar 08 20:31:15 +0000 2018,Washington state school district arms teachers: 'It protects the kids' https://t.co/VmxZvLUEiT,0.3182,0.187,0.813,0.0
305,@FoxNews,Thu Mar 08 20:26:24 +0000 2018,SOON: @POTUS to sign off on steel and aluminum tariffs. @ShepNewsTeam https://t.co/AGd6Q5AOY6 https://t.co/WAE2wcQHpR,0.0,0.0,1.0,0.0
306,@FoxNews,Thu Mar 08 20:19:59 +0000 2018,"'Sopranos' prequel movie in the works from creator David Chase, report says https://t.co/xbhmriXtQZ",0.0,0.0,1.0,0.0
307,@FoxNews,Thu Mar 08 20:17:11 +0000 2018,Former Trump campaign chairman Paul Manafort pleads not guilty to charges @ShepNewsTeam https://t.co/NMt6pxu9DZ https://t.co/g7WArsJfJd,0.4847,0.257,0.743,0.0
308,@FoxNews,Thu Mar 08 20:16:45 +0000 2018,"Trump imposing tariffs on all steel, aluminum imports; exempts Mexico and Canada for now - via @brookefoxnews… https://t.co/Z6p20jrdKw",-0.1027,0.0,0.92,0.08
309,@FoxNews,Thu Mar 08 20:16:17 +0000 2018,.@ICEgov Director Calls Out 'Political Game' by CA Dems: 'They Don't Want to Know the Facts' https://t.co/ZOf3stHY4H https://t.co/zvssKjsKHO,-0.0572,0.0,0.933,0.067
310,@FoxNews,Thu Mar 08 20:10:51 +0000 2018,Jon Favreau to write 'Star-Wars' live-action TV series https://t.co/1UJ8UKVSL7,0.0,0.0,1.0,0.0
311,@FoxNews,Thu Mar 08 20:09:47 +0000 2018,RT @FoxBusiness: U.S. steel imports: https://t.co/e3QBlQLoTB,0.0,0.0,1.0,0.0
312,@FoxNews,Thu Mar 08 20:07:29 +0000 2018,New Jersey driver killed after driving around barricade onto live wires https://t.co/uogp6Hkmhi,-0.6705,0.0,0.71,0.29
313,@FoxNews,Thu Mar 08 20:01:39 +0000 2018,"At a Cabinet meeting today, President @realDonaldTrump slammed Oakland Mayor @LibbySchaaf. https://t.co/zpLyEfEHFy https://t.co/Ifb7vbWX2G",0.0,0.0,1.0,0.0
314,@FoxNews,Thu Mar 08 19:58:47 +0000 2018,Virginia man to give away engagement ring to 'lucky couple' https://t.co/axK3nSYz8x,0.7003,0.392,0.608,0.0
315,@FoxNews,Thu Mar 08 19:55:21 +0000 2018,".@LeonHWolf on @POTUS' tariffs: ""Laying an across the board tariff is a bad idea...there are way, way more people w… https://t.co/F2M7QyCqKs",-0.5423,0.0,0.844,0.156
316,@FoxNews,Thu Mar 08 19:49:40 +0000 2018,"Earlier today, @FLOTUS tweeted her celebration of #InternationalWomensDay. https://t.co/Y6vcQ2jGZ4 https://t.co/uDBIgK6Qz3",0.0,0.0,1.0,0.0
317,@FoxNews,Thu Mar 08 19:47:11 +0000 2018,WATCH: @realDonaldTrump's 'Madman Approach' to North Korea Gets Credit From Mainstream Media https://t.co/QFQgiUWa0L,0.3818,0.178,0.822,0.0
318,@FoxNews,Thu Mar 08 19:42:03 +0000 2018,"Mexican presidential hopeful campaigns in California, slams @realDonaldTrump and backs illegal immigrants https://t.co/BKYJ2Z5dzv",-0.128,0.182,0.552,0.265
319,@FoxNews,Thu Mar 08 19:38:16 +0000 2018,U.S. Congress job performance. https://t.co/gbyk9flzsW,0.0,0.0,1.0,0.0
320,@FoxNews,Thu Mar 08 19:38:12 +0000 2018,.@Stanford rejects College Republicans' proposed logo because it shows American flag https://t.co/e82rZbjZhE,-0.4939,0.0,0.775,0.225
321,@FoxNews,Thu Mar 08 19:34:11 +0000 2018,Professor on leave after telling Asian-American couple to 'go back to your home country' https://t.co/dHHwHH5lUl,-0.0516,0.0,0.921,0.079
322,@FoxNews,Thu Mar 08 19:31:08 +0000 2018,.@KristinBTate: Women of Trump Admin Would Be 'Worshipped' by Media If They Were Liberals #InternationalWomensDay https://t.co/Bg9m6Yraq4,0.0,0.0,1.0,0.0
323,@FoxNews,Thu Mar 08 19:19:58 +0000 2018,"Moments ago, California Sen. @KamalaHarris slammed President @realDonaldTrump and AG Jeff Sessions over immigration… https://t.co/hw6OSsqfg5",0.0,0.0,1.0,0.0
324,@FoxNews,Thu Mar 08 19:15:39 +0000 2018,".@SpeakerRyan visits The Home Depot's Store Support Center in Atlanta, one of the companies that rewarded its hourl… https://t.co/m2NUslwR1M",0.7096,0.258,0.742,0.0
325,@FoxNews,Thu Mar 08 19:05:00 +0000 2018,".@LaraLeaTrump: ""@JoeBiden has been living off #TheSwamp for five decades."" #OutnumberedOT https://t.co/FVVQ1QiT7o",0.0,0.0,1.0,0.0
326,@FoxNews,Thu Mar 08 19:00:00 +0000 2018,"Sgt. @Sean_C_Larkin: “I've been a police officer 21 years...the respect for police officers has changed, and it's s… https://t.co/kOrv3R4R3l",0.4767,0.154,0.846,0.0
327,@FoxNews,Thu Mar 08 18:57:46 +0000 2018,Violent brawl delays Southwest Airlines flight after overhead bin fight https://t.co/Ak0o8YW0Uy,-0.7579,0.0,0.581,0.419
328,@FoxNews,Thu Mar 08 18:50:27 +0000 2018,".@LaraLeaTrump: ""The reality is women a lot of times I don't think are voicing their support for @POTUS because som… https://t.co/xpgBd83nux",0.4019,0.13,0.87,0.0
329,@FoxNews,Thu Mar 08 18:47:12 +0000 2018,".@LaraLeaTrump: ""@JoeBiden has been living off #TheSwamp for five decades."" #OutnumberedOT https://t.co/xhOZZtZEn6",0.0,0.0,1.0,0.0
330,@FoxNews,Thu Mar 08 18:44:01 +0000 2018,".@HomeDepot pledges $50 million to train 20,000 skilled laborers, military veterans wanted https://t.co/7W5vGe6Ust",0.0,0.0,1.0,0.0
331,@FoxNews,Thu Mar 08 18:39:48 +0000 2018,Nimble dad delivers daughter in front seat of car and cuts umbilical cord with shoelace https://t.co/SCbku4I3Zq,-0.296,0.0,0.872,0.128
332,@FoxNews,Thu Mar 08 18:32:14 +0000 2018,JUST IN: UK officials say 21 people now being treated in ex-Russian spy poisoning https://t.co/jFV1ldJzGf,-0.5859,0.0,0.787,0.213
333,@FoxNews,Thu Mar 08 18:30:00 +0000 2018,"At a Cabinet meeting today, President @realDonaldTrump slammed Oakland Mayor @LibbySchaaf. https://t.co/zpLyEfn6gY https://t.co/H7vWy5vYLk",0.0,0.0,1.0,0.0
334,@FoxNews,Thu Mar 08 18:24:43 +0000 2018,"Trump's parting words to adviser Gary Cohn: 'He may be a globalist, but I still like him' - via @brookefoxnews 
https://t.co/23WrcB0yS4",0.5023,0.16,0.84,0.0
335,@FoxNews,Thu Mar 08 18:23:39 +0000 2018,"'Where Is Their Disavowal?': @kimguilfoyle Rips Group of House Dems for @LouisFarrakhan Connections
https://t.co/rnIybLHgoA",0.0,0.0,1.0,0.0
336,@FoxNews,Thu Mar 08 18:15:20 +0000 2018,".@seanspicer: ""This has nothing to do with [@PaulManafort's] actions stemming from the Trump campaign.""… https://t.co/d5PTwwAnjU",0.0,0.0,1.0,0.0
337,@FoxNews,Thu Mar 08 18:15:00 +0000 2018,".@NASA releases 'unearthly' pictures of Jupiter, showing 9 massive cyclones with Category 5 hurricane wind speeds… https://t.co/4zMbJ152uW",0.0,0.0,1.0,0.0
338,@FoxNews,Thu Mar 08 18:11:40 +0000 2018,Army sets sights on new sniper rifle https://t.co/8FOgpH1cAw,0.0,0.0,1.0,0.0
339,@FoxNews,Thu Mar 08 18:04:01 +0000 2018,Disney boss tells shareholders that ‘The View’ star Joy Behar apologized for anti-Christian remarks https://t.co/Q5Om2ALO57,0.7269,0.319,0.681,0.0
340,@FoxNews,Thu Mar 08 18:02:11 +0000 2018,#InternationalWomensDay sparks reactions from big name celebrities https://t.co/LO9Xw9wcXO,0.0,0.0,1.0,0.0
341,@FoxNews,Thu Mar 08 17:55:00 +0000 2018,.@washingtonpost calls out @DNC Chair @TomPerez over false claim that DNC hit fundraising records. https://t.co/eLjVTDLYUz,0.0,0.0,1.0,0.0
342,@FoxNews,Thu Mar 08 17:50:00 +0000 2018,".@POTUS: ""This is Gary Cohn's last meeting... He may be a globalist but I still like him."" https://t.co/Uh5SVUHsu8",0.5023,0.178,0.822,0.0
343,@FoxNews,Thu Mar 08 17:45:00 +0000 2018,MOMENTS AGO: Former @POTUS campaign chair @PaulManafort appears at U.S. district court for an arraignment hearing. https://t.co/j9y9vUBIr4,0.0,0.0,1.0,0.0
344,@FoxNews,Thu Mar 08 17:40:00 +0000 2018,".@POTUS: ""We're going to protect the American worker."" https://t.co/zLnXKFCO4t",0.3818,0.245,0.755,0.0
345,@FoxNews,Thu Mar 08 17:32:17 +0000 2018,"Ex-@FoodNetwork star says @POTUS scares immigrants, shrinking the workforce - via @FoxBusiness https://t.co/9X36Vq3xpe",-0.34,0.0,0.821,0.179
346,@FoxNews,Thu Mar 08 17:24:43 +0000 2018,Dreamers to Democrats: We're tired of your lies https://t.co/0gdvZlQpio,-0.6908,0.0,0.551,0.449
347,@FoxNews,Thu Mar 08 17:12:17 +0000 2018,"Moments ago, President @realDonaldTrump celebrated #InternationalWomensDay by touting positive economic news for th… https://t.co/zn4nRtFZlZ",0.765,0.365,0.55,0.085
348,@FoxNews,Thu Mar 08 17:03:15 +0000 2018,".@POTUS: ""@NASA's making tremendous strides and we're using a lot of private money."" https://t.co/Qq2xeLAcXI",0.0,0.0,1.0,0.0
349,@FoxNews,Thu Mar 08 17:01:48 +0000 2018,".@POTUS: ""This is Gary Cohn's last meeting... He may be a globalist but I still like him."" https://t.co/AZO4dYLacX",0.5023,0.178,0.822,0.0
350,@FoxNews,Thu Mar 08 17:00:15 +0000 2018,".@POTUS: ""What the mayor of Oakland did the other day was a disgrace."" https://t.co/d40THxgiYl",0.0,0.0,1.0,0.0
351,@FoxNews,Thu Mar 08 16:59:56 +0000 2018,".@POTUS: ""You want the money, you can't have sanctuary cities."" https://t.co/laEJX04LNc",0.0772,0.115,0.885,0.0
352,@FoxNews,Thu Mar 08 16:59:33 +0000 2018,"RT @FoxBusiness: .@POTUS: ""Bump stocks"" are going to be gone. https://t.co/4sW7sepiYO",0.0,0.0,1.0,0.0
353,@FoxNews,Thu Mar 08 16:58:28 +0000 2018,".@POTUS: ""We're working to harden our schools and to make them less vulnerable to attack."" https://t.co/hP8NEsqmYf",-0.1548,0.0,0.903,0.097
354,@FoxNews,Thu Mar 08 16:57:03 +0000 2018,".@POTUS: ""The unemployment rate for women in our workforce is at an 18-year low."" #InternationalWomensDay https://t.co/nMQQi2MQ05",-0.4404,0.0,0.838,0.162
355,@FoxNews,Thu Mar 08 16:56:28 +0000 2018,".@POTUS: ""Today is #InternationalWomensDay and we're proud in all of the measures we've taken economically to empow… https://t.co/JOW2fXCQmH",0.4767,0.154,0.846,0.0
356,@FoxNews,Thu Mar 08 16:55:52 +0000 2018,".@POTUS: ""We're going to protect the American worker."" https://t.co/D0sJdWnsW4",0.3818,0.245,0.755,0.0
357,@FoxNews,Thu Mar 08 16:55:01 +0000 2018,".@POTUS: ""We've created almost 3 million new jobs since the election."" https://t.co/A3LhA89pXm",0.25,0.167,0.833,0.0
358,@FoxNews,Thu Mar 08 16:55:00 +0000 2018,"Chicago bus crash caught in crazy surveillance video, 6 injured https://t.co/ARxzY5LMul",-0.7783,0.0,0.473,0.527
359,@FoxNews,Thu Mar 08 16:54:36 +0000 2018,".@POTUS: ""Our very massive tax cuts are continuing to show tremendous results. 90% of American workers are already… https://t.co/A4vho31zx8",-0.3535,0.0,0.88,0.12
360,@FoxNews,Thu Mar 08 16:49:22 +0000 2018,New York Times issues embarrassing correction after botching story attacking Trump’s tax plan https://t.co/1EqiEwoPsR,-0.6808,0.0,0.682,0.318
361,@FoxNews,Thu Mar 08 16:39:59 +0000 2018,.@Oprah's ultra-PC #WrinkleinTime stung with bad reviews as ‘cringeworthy’ $100 million dollar @Disney movie could… https://t.co/gad9Z1bbgI,-0.5423,0.0,0.811,0.189
362,@FoxNews,Thu Mar 08 16:34:28 +0000 2018,"Israeli Prime Minister @Netanyahu attends the opening of a special exhibit at the @UN celebrating 3,000 years of Je… https://t.co/0knlzJjJHX",0.7506,0.274,0.726,0.0
363,@FoxNews,Thu Mar 08 16:33:33 +0000 2018,"53-year-old man allegedly stabs deputy, hurts another in California https://t.co/YJlcB4Z4w3 #FoxNewsUS",-0.7184,0.0,0.6,0.4
364,@FoxNews,Thu Mar 08 16:28:51 +0000 2018,Army sets sights on new sniper rifle https://t.co/8FOgpH1cAw,0.0,0.0,1.0,0.0
365,@FoxNews,Thu Mar 08 16:20:25 +0000 2018,"Earlier today, @FLOTUS tweeted her celebration of #InternationalWomensDay. https://t.co/Y6vcQ2BinE https://t.co/TZUJXaFz79",0.0,0.0,1.0,0.0
366,@FoxNews,Thu Mar 08 16:13:57 +0000 2018,"U.S., South Korean intelligence probe reports of Kim Jong Un health woes - via @HollieSMcKay https://t.co/SX4N99MNIF",0.0516,0.163,0.684,0.153
367,@FoxNews,Thu Mar 08 16:02:33 +0000 2018,.@NancyPelosi holds a news conference https://t.co/lcckGfWyQR,0.0,0.0,1.0,0.0
368,@FoxNews,Thu Mar 08 15:56:33 +0000 2018,"RT @FoxBusiness: .@Varneyco: ""This president unleashed American capitalism. That's what was so worrying to the left... Capitalism is delive…",-0.4795,0.0,0.852,0.148
369,@FoxNews,Thu Mar 08 15:56:29 +0000 2018,"RT @FoxBusiness: .@JerryBrownGov on DOJ lawsuit against California: ""This lawsuit is going to last a lot longer than the Trump administrati…",-0.4215,0.0,0.826,0.174
370,@FoxNews,Thu Mar 08 15:56:26 +0000 2018,"RT @FoxBusiness: Random, terrifying laughter from Amazon's Alexa creeps out its users https://t.co/SfFNXR9duf https://t.co/cMaAqhp5WT",-0.128,0.169,0.635,0.196
371,@FoxNews,Thu Mar 08 15:52:04 +0000 2018,.@ICEgov Director Calls Out 'Political Game' by CA Dems: 'They Don't Want to Know the Facts' https://t.co/ZOf3stHY4H https://t.co/PvU1gXE8Bc,-0.0572,0.0,0.933,0.067
372,@FoxNews,Thu Mar 08 15:38:48 +0000 2018,.@marthamaccallum on living female empowerment rather than wearing it on a t-shirt https://t.co/cjT9UDDAY8,0.0,0.0,1.0,0.0
373,@FoxNews,Thu Mar 08 15:38:26 +0000 2018,Senators @LindseyGrahamSC and @SenBlumenthal hold a news conference on their legislation to help prevent individual… https://t.co/DXkwYQjW2O,0.4215,0.226,0.774,0.0
374,@FoxNews,Thu Mar 08 15:38:00 +0000 2018,New Pennsylvania congressional districts. https://t.co/11LFiLj1lc,0.0,0.0,1.0,0.0
375,@FoxNews,Thu Mar 08 15:29:19 +0000 2018,".@SenJohnKennedy: ""I don't think any person should be surprised. @POTUS, even before he was president, talked about… https://t.co/F9qAugmk0i",0.2263,0.101,0.899,0.0
376,@FoxNews,Thu Mar 08 15:24:24 +0000 2018,USS John S McCain fatal collision blamed on 'sudden turn': report https://t.co/4YZS2itgJU,-0.8442,0.0,0.468,0.532
377,@FoxNews,Thu Mar 08 15:19:05 +0000 2018,"McDonald’s flips logo upside down for International Women’s Day, but Twitter users aren’t lovin’ it https://t.co/l8QwIBmGP3",0.0,0.0,1.0,0.0
378,@FoxNews,Thu Mar 08 15:10:52 +0000 2018,"On @AmericaNewsroom, @SteveHiltonx slammed @JerryBrownGov's ""reign of terror"" in California. https://t.co/yVnvxb8K7h https://t.co/oEQH8hbuC2",-0.5267,0.0,0.764,0.236
379,@FoxNews,Thu Mar 08 15:07:54 +0000 2018,Judge Andrew Napolitano: Why Trump remains smack in the middle of Mueller's legal crosshairs https://t.co/ZMGgqRzOzA,0.128,0.097,0.903,0.0
380,@FoxNews,Thu Mar 08 14:58:00 +0000 2018,".@SteveHiltonx: ""The California Democrats have moved so far left on immigration they're halfway to Hawaii."" https://t.co/GL3Kv4aHWs",0.0,0.0,1.0,0.0
381,@FoxNews,Thu Mar 08 14:56:05 +0000 2018,"Missouri police officer killed responding to 911 call was at wrong house, officials say https://t.co/T61rAsMAWY",-0.8225,0.0,0.631,0.369
382,@FoxNews,Thu Mar 08 14:49:23 +0000 2018,".@DarrellIssa: ""@EricHolder had systematically obstructed justice, not just against the Senate and the House, but a… https://t.co/f0cxZgMPuo",0.296,0.121,0.879,0.0
383,@FoxNews,Thu Mar 08 14:39:45 +0000 2018,Trump hints at steel tariff flexibility for 'real friends' https://t.co/HzI8AVDanQ,0.6705,0.407,0.593,0.0
384,@FoxNews,Thu Mar 08 14:30:09 +0000 2018,".@KellyannePolls: ""[@POTUS] believes this country has been on the losing side of trade deals for decades... He want… https://t.co/NU1hxOAFYx",-0.3818,0.0,0.874,0.126
385,@FoxNews,Thu Mar 08 14:26:24 +0000 2018,"California boy, 14, arrested for pretending to be sheriff’s deputy, initiated traffic stop https://t.co/sw9Wy3Ad0v",-0.5994,0.079,0.621,0.299
386,@FoxNews,Thu Mar 08 14:09:33 +0000 2018,".@KellyannePolls: ""As a candidate, as the president, he's been incredibly consistent at looking at all of this thro… https://t.co/3d4ockgncj",0.0,0.0,1.0,0.0
387,@FoxNews,Thu Mar 08 14:08:44 +0000 2018,"RT @FoxBusiness: .@LaraLeaTrump: ""People who did not vote for [@POTUS] in 2016, with the tax cuts, with jobs coming back to this country, t…",-0.296,0.0,0.913,0.087
388,@FoxNews,Thu Mar 08 14:05:30 +0000 2018,Ingraham on Liberal Youth: The Obama Legacy is Our 'Constant State of Protest and Agitation' https://t.co/iPAh5AZski,-0.4588,0.0,0.778,0.222
389,@FoxNews,Thu Mar 08 13:55:00 +0000 2018,"Thomas Homan, Acting Dir. of @ICEgov: ""I would think that the Oakland mayor and the Congressional representatives i… https://t.co/2CeFur1akX",0.0,0.0,1.0,0.0
390,@FoxNews,Thu Mar 08 13:45:00 +0000 2018,".@leezeldin on Dems' ties to @LouisFarrakhan: ""They would throw me so far out of Congress if I sat down with someon… https://t.co/hOEP5htwdS",0.0,0.0,1.0,0.0
391,@FoxNews,Thu Mar 08 13:39:51 +0000 2018,"Thomas Homan, Acting Dir. of @ICEgov: ""I would think that the Oakland mayor and the Congressional representatives i… https://t.co/3Mts0AxTtk",0.0,0.0,1.0,0.0
392,@FoxNews,Thu Mar 08 13:39:00 +0000 2018,".@leezeldin: ""@RepAdamSchiff and his colleagues on the House Democratic, the Intel. Committee - they go to the medi… https://t.co/QNYcG9URG8",0.0,0.0,1.0,0.0
393,@FoxNews,Thu Mar 08 13:37:21 +0000 2018,"Thomas Homan, Acting Dir. of @ICEgov: ""We're not abusing our authority. We're enforcing the law. And what… https://t.co/WxJXm05oU7",0.3089,0.126,0.812,0.062
